date,city_id,commodity_code,price_per_kg
2019-12-26,3501,bawang_merah,34000
2019-12-27,3501,bawang_merah,34000
2019-12-28,3501,bawang_merah,34000
2019-12-29,3501,bawang_merah,34000
2019-12-30,3501,bawang_merah,34000
2019-12-31,3501,bawang_merah,32000
2020-01-01,3501,bawang_merah,30000
2020-01-02,3501,bawang_merah,30000
2020-01-03,3501,bawang_merah,30000
2020-01-04,3501,bawang_merah,30000
2020-01-05,3501,bawang_merah,30000
2020-01-06,3501,bawang_merah,30000
2020-01-07,3501,bawang_merah,30000
2020-01-08,3501,bawang_merah,30000
2020-01-09,3501,bawang_merah,31000
2020-01-10,3501,bawang_merah,32000
2020-01-11,3501,bawang_merah,34000
2020-01-12,3501,bawang_merah,34000
2020-01-13,3501,bawang_merah,32000
2020-01-14,3501,bawang_merah,32000
2020-01-15,3501,bawang_merah,33000
2020-01-16,3501,bawang_merah,33000
2020-01-17,3501,bawang_merah,33000
2020-01-18,3501,bawang_merah,32000
2020-01-19,3501,bawang_merah,32000
2020-01-20,3501,bawang_merah,25000
2020-01-21,3501,bawang_merah,25000
2020-01-22,3501,bawang_merah,26000
2020-01-23,3501,bawang_merah,27000
2020-01-24,3501,bawang_merah,27000
2020-01-25,3501,bawang_merah,27000
2020-01-26,3501,bawang_merah,25000
2020-01-27,3501,bawang_merah,25000
2020-01-28,3501,bawang_merah,25000
2020-01-29,3501,bawang_merah,25000
2020-01-30,3501,bawang_merah,28000
2020-01-31,3501,bawang_merah,30000
2020-02-01,3501,bawang_merah,30000
2020-02-02,3501,bawang_merah,30000
2020-02-03,3501,bawang_merah,28000
2020-02-04,3501,bawang_merah,28000
2020-02-05,3501,bawang_merah,28000
2020-02-06,3501,bawang_merah,28000
2020-02-07,3501,bawang_merah,28000
2020-02-08,3501,bawang_merah,28000
2020-02-09,3501,bawang_merah,28000
2020-02-10,3501,bawang_merah,28000
2020-02-11,3501,bawang_merah,26000
2020-02-12,3501,bawang_merah,25000
2020-02-13,3501,bawang_merah,25000
2020-02-14,3501,bawang_merah,25000
2020-02-15,3501,bawang_merah,25000
2020-02-16,3501,bawang_merah,25000
2020-02-17,3501,bawang_merah,25000
2020-02-18,3501,bawang_merah,25000
2020-02-19,3501,bawang_merah,25000
2020-02-20,3501,bawang_merah,25000
2020-02-21,3501,bawang_merah,25000
2020-02-22,3501,bawang_merah,25000
2020-02-23,3501,bawang_merah,24000
2020-02-24,3501,bawang_merah,25000
2020-02-25,3501,bawang_merah,25000
2020-02-26,3501,bawang_merah,25000
2020-02-27,3501,bawang_merah,23000
2020-02-28,3501,bawang_merah,23000
2020-02-29,3501,bawang_merah,24000
2020-03-01,3501,bawang_merah,24000
2020-03-02,3501,bawang_merah,23000
2020-03-03,3501,bawang_merah,25000
2020-03-04,3501,bawang_merah,25000
2020-03-05,3501,bawang_merah,25000
2020-03-06,3501,bawang_merah,25000
2020-03-07,3501,bawang_merah,25000
2020-03-08,3501,bawang_merah,25000
2020-03-09,3501,bawang_merah,28000
2020-03-10,3501,bawang_merah,28000
2020-03-11,3501,bawang_merah,27000
2020-03-12,3501,bawang_merah,28000
2020-03-13,3501,bawang_merah,30000
2020-03-14,3501,bawang_merah,30000
2020-03-15,3501,bawang_merah,30000
2020-03-16,3501,bawang_merah,30000
2020-03-17,3501,bawang_merah,30000
2020-03-18,3501,bawang_merah,32000
2020-03-19,3501,bawang_merah,30000
2020-03-20,3501,bawang_merah,30000
2020-03-21,3501,bawang_merah,32000
2020-03-22,3501,bawang_merah,32000
2020-03-23,3501,bawang_merah,30000
2020-03-24,3501,bawang_merah,30000
2020-03-25,3501,bawang_merah,30000
